182122381.225 0.0110160218152 0.00221861708241 86400.0
182554381.225 0.0111799640601 0.0021370490829 86400.0
182640781.225 0.0108018439919 0.00184478385473 86400.0
197587981.225 0.00949766501179 0.00202769408323 86400.0
218323981.225 0.0101229816085 0.00155138500609 86400.0
218410381.225 0.0113156109529 0.00242199303482 86400.0
218669581.225 0.0152479485979 0.00898203633417 86400.0
266448781.225 0.000548607869199 0.000340098294506 86400.0
274656781.225 0 0.0 86400.0
274743181.225 0.000231318447829 0.000437957008716 86400.0
282519181.225 0.001187163869 0.000596543769665 86400.0
282605581.225 0.00033633733702 0.000466124641633 86400.0
407453581.225 0.00320197175783 0.00110697813718 86400.0
407539981.225 0.00114256822669 0.000480584894531 86400.0
407626381.225 0.00210336023129 0.000865020512954 86400.0
407712781.225 0.00740819758059 0.00158094651911 86400.0
407799181.225 0.0126150527322 0.00352716322368 86400.0
407885581.225 0.0118240066537 0.00244001620495 86400.0
407971981.225 0.0166518097047 0.00748776998462 86400.0
