196744667.3 0.0105752677588 0.0015012972338 86400.0 1
406523867.3 0.00389835264038 0.00122708468541 86400.0 1
407042267.3 0.0 0.0 86400.0 1
407387867.3 0.00634281762409 0.00168236484182 86400.0 1
407474267.3 0.00529619757271 0.0024630598625 86400.0 1
407560667.3 0.00542198575952 0.00253609430606 86400.0 1
407647067.3 0.00279646572095 0.0021018556914 86400.0 1
407819867.3 0.00362191084818 0.00143535538408 86400.0 1
407906267.3 0.0061301924563 0.00447585842948 86400.0 1
407992667.3 0.00625567043595 0.0028765771924 86400.0 1
408079067.3 0.00477303840787 0.00107295823085 86400.0 1
408251867.3 0.0224168683333 0.0260633658686 86400.0 1
408338267.3 0.00462471143395 0.00196806825549 86400.0 1
433826267.3 0.00627813894439 0.00321868999047 86400.0 1
